station_id	first_date	first_year	last_date	last_year	data_days	data_starts	data_ends	code	name	lon	lat	boro	region_id	geoid
247	2013-07-01	2013	2020-12-31	2020	2627	212557	215177		Perry St & Bleecker St	-74.00483091	40.73535398	MN	71	102
248	2013-07-01	2013	2020-12-31	2020	2728	78653	79120		Laight St & Hudson St	-74.00771779	40.72185379	MN	71	101
249	2013-07-01	2013	2020-12-31	2020	2705	125911	126527		Harrison St & Hudson St	-74.0090009	40.71870987	MN	71	101
250	2013-07-01	2013	2020-12-31	2020	1596	221333	223196		Lafayette St & Jersey St	-73.99565293	40.72456089	MN	71	102
251	2013-07-01	2013	2020-12-31	2020	2704	361910	367167		Mott St & Prince St	-73.99480012	40.72317958	MN	71	102
252	2013-07-01	2013	2020-12-31	2020	2732	250982	253808		MacDougal St & Washington Sq	-73.99852205	40.73226398	MN	71	102
254	2013-07-01	2013	2020-12-31	2020	2593	222930	223834		W 11 St & 6 Ave	-73.99800419	40.73532427	MN	71	102
257	2013-07-01	2013	2020-12-31	2020	2700	242304	248506		Lispenard St & Broadway	-74.00247214	40.71939226	MN	71	101
258	2013-07-01	2013	2020-12-31	2020	2717	105486	90759		DeKalb Ave & Vanderbilt Ave	-73.96885458	40.68940747	BK	71	302
259	2013-07-01	2013	2020-12-31	2020	2731	193282	199043		South St & Whitehall St	-74.01234218	40.70122128	MN	71	101
260	2013-07-01	2013	2020-12-31	2020	2629	98514	106326		Broad St & Bridge St	-74.01167797	40.70365182	MN	71	101
261	2013-07-01	2013	2020-12-31	2020	2729	95863	96903		Johnson St & Gold St	-73.98362464	40.69474881	BK	71	302
262	2013-07-01	2013	2020-12-31	2020	2722	79144	69277		Washington Park	-73.9737299	40.6917823	BK	71	302
264	2013-07-01	2013	2020-12-31	2020	2726	166087	169363		Maiden Ln & Pearl St	-74.00731853	40.70706456	MN	71	101
265	2013-07-01	2013	2020-12-31	2020	2730	285557	294302		Stanton St & Chrystie St	-73.99147535	40.72229346	MN	71	103
266	2013-07-01	2013	2020-01-13	2020	2374	93797	88712		Avenue D & E 8 St (home location)	-73.97574813	40.72368361	MN	71	103
267	2013-07-01	2013	2020-12-31	2020	2638	217311	207345		Broadway & W 36 St	-73.98765428	40.75097711	MN	71	105
268	2013-07-01	2013	2020-12-31	2020	2707	270551	272727		Howard St & Centre St	-73.99973337	40.71910537	MN	71	102
270	2013-07-01	2013	2020-12-31	2020	2701	108446	106702		Adelphi St & Myrtle Ave	-73.97178913	40.69308257	BK	71	302
274	2013-07-01	2013	2020-12-31	2020	2726	108675	113678		Lafayette Ave & Fort Greene Pl	-73.976682	40.68691865	BK	71	302
275	2013-07-01	2013	2020-12-31	2020	2728	61612	57850		Washington Ave & Greene Ave	-73.96563307	40.68650065	BK	71	302
276	2013-07-01	2013	2020-12-31	2020	2729	150738	151401		Duane St & Greenwich St	-74.0104554	40.71748752	MN	71	101
278	2013-07-01	2013	2020-12-31	2020	2688	58119	56837		Concord St & Bridge St	-73.98476437	40.69766564	BK	71	302
279	2013-07-01	2013	2020-01-24	2020	2388	181084	187092		Peck Slip & Front St	-74.00167	40.707873	MN	71	101
280	2013-07-01	2013	2020-10-23	2020	2620	231112	233356		E 10 St & 5 Ave	-73.99510132	40.73331967	MN	71	102
281	2013-07-01	2013	2020-12-31	2020	2667	467273	436665		Grand Army Plaza & Central Park S	-73.97371465	40.7643971	MN	71	105
282	2013-07-01	2013	2020-12-31	2020	2649	114308	115072		Kent Ave & S 11 St	-73.96841526	40.70764494	BK	71	301
284	2013-07-01	2013	2020-12-31	2020	2353	452214	466068		Greenwich Ave & 8 Ave	-74.00263761	40.73901691	MN	71	102
285	2013-07-01	2013	2020-12-31	2020	2701	629224	630854		Broadway & E 14 St	-73.99074142	40.73454567	MN	71	102
289	2013-07-01	2013	2020-12-31	2020	2699	48128	39794		Monroe St & Classon Ave	-73.95881081	40.6845683	BK	71	303
291	2013-07-01	2013	2020-12-31	2020	2662	120477	120735		Madison St & Montgomery St	-73.984844	40.713126	MN	71	103
293	2013-07-01	2013	2020-12-31	2020	2599	593038	600114		Lafayette St & E 8 St	-73.99102628	40.73020661	MN	71	102
295	2013-07-01	2013	2020-12-31	2020	2731	183497	183632		Pike St & E Broadway	-73.99293911	40.71406667	MN	71	103
296	2013-07-01	2013	2020-01-09	2020	2376	181197	185296		Division St & Bowery (old)	-73.9970468	40.71413089	MN	71	103
297	2013-07-01	2013	2020-12-31	2020	2698	370239	371356		E 15 St & 3 Ave	-73.986923	40.734232	MN	71	106
298	2013-07-01	2013	2020-12-31	2020	2224	62965	65495		3 Ave & Schermerhorn St	-73.9796772	40.68683208	BK	71	302
301	2013-07-01	2013	2020-12-31	2020	2731	316281	324620		E 2 St & Avenue B	-73.98368779	40.72217444	MN	71	103
302	2013-07-01	2013	2020-12-31	2020	2732	146264	146683		Avenue D & E 3 St	-73.97793172	40.72082834	MN	71	103
303	2013-07-01	2013	2020-12-31	2020	2737	250075	266692		Mercer St & Spring St	-73.99949601	40.72362738	MN	71	102
304	2013-07-01	2013	2020-12-31	2020	2701	285014	316463		Broadway & Battery Pl	-74.01361706	40.70463334	MN	71	101
305	2013-07-01	2013	2020-12-31	2020	2727	308729	311281		E 58 St & 3 Ave	-73.96724467	40.76095756	MN	71	106
307	2013-07-01	2013	2020-12-31	2020	2704	331049	330126		Canal St & Rutgers St	-73.98990025	40.71427487	MN	71	103
308	2013-07-01	2013	2020-12-31	2020	2733	152444	154415		St James Pl & Oliver St	-73.99851193	40.71307916	MN	71	103
309	2013-07-01	2013	2020-12-31	2020	2717	209287	222635		Murray St & West St	-74.013012	40.7149787	MN	71	101
310	2013-07-01	2013	2020-12-31	2020	2733	124701	129270		State St & Smith St	-73.98912867	40.68926942	BK	71	302
311	2013-07-01	2013	2020-12-31	2020	2733	234696	238073		Norfolk St & Broome St	-73.98802084	40.7172274	MN	71	103
312	2013-07-01	2013	2020-12-31	2020	2696	349590	350743		Allen St & Stanton St	-73.989111	40.722055	MN	71	103
313	2013-07-01	2013	2020-12-31	2020	2730	87224	91631		Washington Ave & Park Ave	-73.96751037	40.69610226	BK	71	302
315	2013-07-01	2013	2020-12-31	2020	2729	268051	271879		South St & Gouverneur Ln	-74.00670227	40.70355377	MN	71	101
316	2013-07-01	2013	2020-12-31	2020	2557	168327	167875		Fulton St & William St	-74.00653609	40.70955958	MN	71	101
317	2013-07-01	2013	2020-12-31	2020	2680	286449	289427		E 6 St & Avenue B	-73.98185424	40.72453734	MN	71	103
319	2013-07-01	2013	2020-12-31	2020	2417	233800	234933		Fulton St & Broadway	-74.009447	40.711066	MN	71	101
320	2013-07-01	2013	2020-12-31	2020	2682	177241	177485		Leonard St & Church St	-74.005549	40.717571	MN	71	101
321	2013-07-01	2013	2020-12-31	2020	2584	115519	112036		Cadman Plaza E & Red Cross Pl	-73.98971773	40.69991755	BK	71	302
323	2013-07-01	2013	2020-12-31	2020	2701	172396	173785		Lawrence St & Willoughby St	-73.98631746	40.69236178	BK	71	302
324	2013-07-01	2013	2020-12-31	2020	2727	136576	189352		DeKalb Ave & Hudson Ave	-73.981013	40.689888	BK	71	302
325	2013-07-01	2013	2020-12-31	2020	2711	267038	265627		E 19 St & 3 Ave	-73.98473765	40.73624527	MN	71	106
326	2013-07-01	2013	2020-12-31	2020	2705	329536	330386		E 11 St & 1 Ave	-73.98426726	40.72953837	MN	71	103
327	2013-07-01	2013	2020-12-31	2020	2814	458862	458221		Vesey Pl & River Terrace	-74.01658354	40.7153379	MN	71	101
328	2013-07-01	2013	2020-12-31	2020	2697	239963	241862		Watts St & Greenwich St	-74.00965965	40.72405549	MN	71	101
330	2013-07-01	2013	2020-12-31	2020	2729	170937	170065		Reade St & Broadway	-74.00562789	40.71450451	MN	71	101
331	2013-07-01	2013	2020-12-31	2020	2731	125234	125670		Pike St & Monroe St	-73.99193043	40.71173107	MN	71	103
332	2013-07-01	2013	2020-12-31	2020	2731	137884	137357		Cherry St	-73.97948148	40.71219906	MN	71	103
334	2013-07-01	2013	2020-12-31	2020	2691	350743	351480		W 20 St & 7 Ave	-73.99726235	40.74238787	MN	71	104
335	2013-07-01	2013	2020-12-31	2020	2732	278999	281520		Washington Pl & Broadway	-73.99404649	40.72903917	MN	71	102
336	2013-07-01	2013	2020-12-31	2020	2721	317782	326864		Sullivan St & Washington Sq	-73.99906065	40.73047747	MN	71	102
337	2013-07-01	2013	2020-03-09	2020	2435	117788	131829		Old Slip & Front St	-74.00838676	40.7037992	MN	71	101
339	2013-07-01	2013	2020-08-07	2020	2575	76503	69879		Avenue D & E 12 St	-73.97422494	40.72580614	MN	71	103
340	2013-07-01	2013	2020-12-31	2020	2712	138490	138416		Madison St & Clinton St	-73.98776323	40.71269042	MN	71	103
341	2013-07-01	2013	2020-12-31	2020	2719	118226	118260		Stanton St & Mangin St	-73.97628939	40.71782143	MN	71	103
342	2013-07-01	2013	2020-12-31	2020	2731	134069	134024		Columbia St & Rivington St	-73.98016555	40.71739973	MN	71	103
343	2013-07-01	2013	2020-12-31	2020	2730	58361	64137		Clinton Ave & Flushing Ave	-73.96986848	40.69794	BK	71	302
344	2013-07-01	2013	2020-12-31	2020	2731	66567	65065		Monroe St & Bedford Ave	-73.95380904	40.6851443	BK	71	303
346	2013-07-01	2013	2020-12-31	2020	2733	269293	272163		Bank St & Hudson St	-74.00618026	40.73652889	MN	71	102
347	2013-07-01	2013	2020-12-31	2020	2671	365312	376440		Greenwich St & W Houston St	-74.008591	40.728846	MN	71	102
349	2013-07-01	2013	2020-12-31	2020	2587	159726	155042		Rivington St & Ridge St	-73.98329859	40.71850211	MN	71	103
350	2013-07-01	2013	2020-12-31	2020	2732	253076	253773		Clinton St & Grand St	-73.9870295	40.71559509	MN	71	103
351	2013-07-01	2013	2020-12-31	2020	2722	164372	171183		Front St & Maiden Ln	-74.00612572	40.70530954	MN	71	101
353	2013-07-01	2013	2020-12-31	2020	2730	68636	69046		S Portland Ave & Hanson Pl	-73.97431458	40.68539567	BK	71	302
354	2013-07-01	2013	2020-12-31	2020	2730	80816	80950		Emerson Pl & Myrtle Ave	-73.96223558	40.69363137	BK	71	302
355	2013-07-01	2013	2020-12-31	2020	2732	240317	244802		Bayard St & Baxter St	-73.99974372	40.71602118	MN	71	103
356	2013-07-01	2013	2020-12-31	2020	2708	137300	121853		Bialystoker Pl & Delancey St	-73.98261206	40.71622644	MN	71	103
358	2013-07-01	2013	2020-12-31	2020	2739	552560	563916		Christopher St & Greenwich St	-74.00711384	40.73291553	MN	71	102
359	2013-07-01	2013	2020-12-31	2020	2692	425912	425130		E 47 St & Park Ave	-73.97498696	40.75510267	MN	71	105
360	2013-07-01	2013	2020-12-31	2020	2734	163959	162324		William St & Pine St	-74.00887308	40.70717936	MN	71	101
361	2013-07-01	2013	2020-12-31	2020	2731	298912	298157		Allen St & Hester St	-73.99190759	40.71605866	MN	71	103
362	2013-07-01	2013	2020-12-31	2020	2622	184312	170675		Broadway & W 37 St	-73.98753523	40.75172632	MN	71	105
363	2013-07-01	2013	2020-12-31	2020	2664	281279	278806		West Thames St	-74.01713445	40.70834698	MN	71	101
364	2013-07-01	2013	2020-12-31	2020	2729	79797	75390		Lafayette Ave & Classon Ave	-73.96023854	40.68900443	BK	71	302
366	2013-07-01	2013	2020-12-31	2020	2700	135535	131641		Clinton Ave & Myrtle Ave	-73.968896	40.693261	BK	71	302
367	2013-07-01	2013	2020-12-31	2020	1709	121754	122157		E 53 St & Lexington Ave	-73.97069431	40.75828065	MN	71	106
368	2013-07-01	2013	2020-12-31	2020	2709	539327	553818		Carmine St & 6 Ave	-74.00214988	40.73038599	MN	71	102
369	2013-07-01	2013	2020-12-31	2020	2714	220303	221280		Washington Pl & 6 Ave	-74.00026394	40.73224119	MN	71	102
372	2013-07-01	2013	2020-12-31	2020	2688	39138	39352		Franklin Ave & Myrtle Ave	-73.95801365	40.69454609	BK	71	303
373	2013-07-01	2013	2020-12-31	2020	2725	47096	48492		Willoughby Ave & Walworth St	-73.95381995	40.69331716	BK	71	303
376	2013-07-01	2013	2020-12-31	2020	2666	154030	153465		John St & William St	-74.00722156	40.70862144	MN	71	101
377	2013-07-01	2013	2020-12-31	2020	2734	241080	258405		6 Ave & Canal St	-74.00566443	40.72243797	MN	71	102
379	2013-07-01	2013	2020-12-31	2020	2686	482992	477594		W 31 St & 7 Ave	-73.9916	40.749156	MN	71	105
380	2013-07-01	2013	2020-12-31	2020	2704	401443	404972		W 4 St & 7 Ave S	-74.00293877	40.73401143	MN	71	102
383	2013-07-01	2013	2020-12-31	2020	2710	300317	301309		Greenwich Ave & Charles St	-74.000271	40.735238	MN	71	102
385	2013-07-01	2013	2020-12-31	2020	2454	189106	188490		E 55 St & 2 Ave	-73.96603308	40.75797322	MN	71	106
386	2013-07-01	2013	2020-12-31	2020	2734	176347	176700		Centre St & Worth St	-74.00234482	40.71494807	MN	71	101
387	2013-07-01	2013	2020-12-31	2020	2732	435904	432081		Centre St & Chambers St	-74.0046073	40.71273266	MN	71	101
388	2013-07-01	2013	2020-12-31	2020	2707	297764	303320		W 26 St & 10 Ave	-74.00295035	40.74971775	MN	71	104
389	2013-07-01	2013	2020-12-31	2020	2684	125157	122826		Broadway & Berry St	-73.96525063	40.71044554	BK	71	301
390	2013-07-01	2013	2020-12-31	2020	2698	99659	99704		Duffield St & Willoughby St	-73.9842844	40.69221589	BK	71	302
391	2013-07-01	2013	2020-12-31	2020	2693	166178	143499		Clark St & Henry St	-73.99344559	40.69760127	BK	71	302
392	2013-07-01	2013	2020-12-31	2020	2662	131032	136412		Jay St & Tech Pl	-73.987167	40.695065	BK	71	302
393	2013-07-01	2013	2020-12-31	2020	2730	162004	161743		E 5 St & Avenue C	-73.97995466	40.72299208	MN	71	103
394	2013-07-01	2013	2020-12-31	2020	2652	250191	245054		E 9 St & Avenue C	-73.97768752	40.72521311	MN	71	103
396	2013-07-01	2013	2020-12-31	2020	2711	61301	60513		Lefferts Pl & Franklin Ave	-73.95576894	40.68034242	BK	71	303
397	2013-07-01	2013	2020-12-31	2020	2730	56761	52813		Fulton St & Clermont Ave	-73.96922273	40.68415748	BK	71	302
398	2013-07-01	2013	2020-12-31	2020	2709	141376	151389		Atlantic Ave & Furman St	-73.9999786	40.69165183	BK	71	306
399	2013-07-01	2013	2020-12-31	2020	2725	89491	71398		Lafayette Ave & St James Pl	-73.9647628	40.68851534	BK	71	302
400	2013-07-01	2013	2020-12-31	2020	2731	64108	63950		Pitt St & Stanton St	-73.98178024	40.71926081	MN	71	103
401	2013-07-01	2013	2020-12-31	2020	2694	334063	333922		Allen St & Rivington St	-73.98997825	40.72019576	MN	71	103
402	2013-07-01	2013	2020-12-31	2020	2730	666480	698978		Broadway & E 22 St	-73.98955109	40.7403432	MN	71	105
403	2013-07-01	2013	2020-12-31	2020	2347	250154	255335		E 2 St & 2 Ave	-73.99069656	40.72502876	MN	71	103
405	2013-07-01	2013	2020-12-31	2020	2580	361240	366941		Washington St & Gansevoort St	-74.008119	40.739323	MN	71	102
406	2013-07-01	2013	2020-12-31	2020	2682	126238	121386		Hicks St & Montague St	-73.99595065	40.69512845	BK	71	302
408	2013-07-01	2013	2020-12-31	2020	2732	114160	116291		Market St & Cherry St	-73.99400398	40.71076228	MN	71	103
410	2013-07-01	2013	2020-12-31	2020	2732	310656	312569		Suffolk St & Stanton St	-73.98517977	40.72066442	MN	71	103
411	2013-07-01	2013	2020-12-31	2020	2732	165205	165236		E 6 St & Avenue D	-73.97668709	40.72228087	MN	71	103
412	2013-07-01	2013	2020-12-31	2020	2731	262646	264360		Forsyth St & Canal St	-73.99422366	40.7158155	MN	71	103
415	2013-07-01	2013	2020-12-31	2020	2728	174693	189641		Pearl St & Hanover Square	-74.00926027	40.7047177	MN	71	101
416	2013-07-01	2013	2020-12-31	2020	2705	88669	81819		Cumberland St & Lafayette Ave	-73.97265183	40.68753406	BK	71	302
417	2013-07-01	2013	2020-12-31	2020	2695	329172	331469		Barclay St & Church St	-74.01020234	40.71291224	MN	71	101
418	2013-07-01	2013	2020-12-31	2020	2708	72460	77105		Front St & Gold St	-73.982578	40.70224	BK	71	302
419	2013-07-01	2013	2020-12-31	2020	2703	52479	51977		Carlton Ave & Park Ave	-73.97355569	40.69580705	BK	71	302
420	2013-07-01	2013	2020-12-31	2020	2695	62205	54556		Clermont Ave & Lafayette Ave	-73.96968902	40.68764484	BK	71	302
421	2013-07-01	2013	2020-12-31	2020	2670	45338	43269		Clermont Ave & Park Ave	-73.97129668	40.69573398	BK	71	302
422	2013-07-01	2013	2020-12-31	2020	2700	217488	207347		W 59 St & 10 Ave	-73.988038	40.770513	MN	71	104
423	2013-07-01	2013	2020-12-31	2020	2581	187091	181696		W 54 St & 9 Ave	-73.98690506	40.76584941	MN	71	104
426	2013-07-01	2013	2020-12-31	2020	2744	685944	720541		West St & Chambers St	-74.01322069	40.71754834	MN	71	101
427	2013-07-01	2013	2020-12-31	2020	2731	169086	177075		Bus Slip & State St	-74.013942	40.701907	MN	71	101
432	2013-07-01	2013	2020-12-31	2020	2700	415604	422196		E 7 St & Avenue A	-73.98379855	40.72621788	MN	71	103
434	2013-07-01	2013	2020-12-31	2020	2129	229129	239402		9 Ave & W 18 St	-74.00366443	40.74317449	MN	71	104
435	2013-07-01	2013	2020-12-31	2020	2717	723492	730642		W 21 St & 6 Ave	-73.99415556	40.74173969	MN	71	104
436	2013-07-01	2013	2020-12-31	2020	2709	44714	41020		Hancock St & Bedford Ave	-73.95399026	40.68216564	BK	71	303
437	2013-07-01	2013	2020-12-31	2020	2652	84439	82017		Macon St & Nostrand Ave	-73.95004798	40.68098339	BK	71	303
438	2013-07-01	2013	2020-12-31	2020	2689	320286	324603		St Marks Pl & 1 Ave	-73.98564945	40.72779126	MN	71	103
439	2013-07-01	2013	2020-12-31	2020	2527	305350	312190		E 4 St & 2 Ave	-73.98978041	40.7262807	MN	71	103
440	2013-07-01	2013	2020-12-31	2020	2730	217051	218313		E 45 St & 3 Ave	-73.97282625	40.75255434	MN	71	106
442	2013-07-01	2013	2020-12-31	2020	2652	397067	394274		W 27 St & 7 Ave	-73.993915	40.746647	MN	71	105
443	2013-07-01	2013	2020-12-31	2020	2701	36718	32944		Bedford Ave & S 9 St	-73.96408963	40.70853074	BK	71	301
445	2013-07-01	2013	2020-12-31	2020	2732	417889	429797		E 10 St & Avenue A	-73.98142006	40.72740794	MN	71	103
446	2013-07-01	2013	2020-12-31	2020	2714	446065	447202		W 24 St & 7 Ave	-73.99529885	40.74487634	MN	71	104
447	2013-07-01	2013	2020-12-31	2020	2734	333227	325853		8 Ave & W 52 St	-73.9851615	40.76370739	MN	71	104
448	2013-07-01	2013	2020-12-31	2020	2673	292271	293497		W 37 St & 10 Ave	-73.9979009	40.75660359	MN	71	104
450	2013-07-01	2013	2020-12-31	2020	2681	354915	342094		W 49 St & 8 Ave	-73.98788205	40.76227205	MN	71	104
453	2013-07-01	2013	2020-12-31	2020	2694	381860	387982		W 22 St & 8 Ave	-73.99915362	40.74475148	MN	71	104
454	2013-07-01	2013	2020-12-31	2020	2722	162606	163422		E 51 St & 1 Ave	-73.96592976	40.75455731	MN	71	106
455	2013-07-01	2013	2020-12-31	2020	2644	208316	211566		1 Ave & E 44 St	-73.96905301	40.75001986	MN	71	106
456	2013-07-01	2013	2020-12-31	2020	2670	200339	206612		E 53 St & Madison Ave	-73.97402311	40.7597108	MN	71	105
457	2013-07-01	2013	2020-12-31	2020	1988	310551	297527		Broadway & W 58 St	-73.98169333	40.76695317	MN	71	105
458	2013-07-01	2013	2020-12-31	2020	2716	366913	375476		11 Ave & W 27 St	-74.005226	40.751396	MN	71	104
459	2013-07-01	2013	2020-09-18	2020	2578	534023	557245		W 20 St & 11 Ave	-74.007756	40.746745	MN	71	104
460	2013-07-01	2013	2020-12-31	2020	2704	195778	197042		S 4 St & Wythe Ave	-73.96590294	40.71285887	BK	71	301
461	2013-07-01	2013	2020-12-31	2020	2647	361233	357939		E 20 St & 2 Ave	-73.98205027	40.73587678	MN	71	106
462	2013-07-01	2013	2020-12-31	2020	2606	426479	432654		W 22 St & 10 Ave	-74.00451887	40.74691959	MN	71	104
464	2013-07-01	2013	2020-12-31	2020	1277	72525	72987		E 56 St & 3 Ave	-73.96759673	40.75934501	MN	71	106
465	2013-07-01	2013	2020-12-30	2020	2589	396602	375990		Broadway & W 41 St	-73.98658032	40.75513557	MN	71	105
466	2013-07-01	2013	2020-12-31	2020	2733	375145	377103		W 25 St & 6 Ave	-73.99144871	40.74395411	MN	71	105
467	2013-07-01	2013	2020-12-31	2020	2727	137700	145036		Dean St & 4 Ave	-73.97895137	40.68312489	BK	71	306
468	2013-07-01	2013	2020-12-31	2020	2683	373511	345847		Broadway & W 56 St	-73.98192338	40.7652654	MN	71	105
469	2013-07-01	2013	2020-12-31	2020	2712	250795	228431		Broadway & W 53 St	-73.98268129	40.76344058	MN	71	105
470	2013-07-01	2013	2020-12-31	2020	2657	296719	299211		W 20 St & 8 Ave	-74.00004031	40.74345335	MN	71	104
471	2013-07-01	2013	2020-12-31	2020	2642	109313	112701		Grand St & Havemeyer St	-73.95698119	40.71286844	BK	71	301
472	2013-07-01	2013	2020-12-31	2020	2733	414952	406570		E 32 St & Park Ave	-73.98194829	40.7457121	MN	71	105
473	2013-07-01	2013	2020-12-31	2020	2730	206205	213362		Rivington St & Chrystie St	-73.9919254	40.72110063	MN	71	103
474	2013-07-01	2013	2020-12-31	2020	2654	334645	330368		5 Ave & E 29 St	-73.98683077	40.7451677	MN	71	105
476	2013-07-01	2013	2020-12-31	2020	2720	336522	333603		E 31 St & 3 Ave	-73.97966069	40.74394314	MN	71	106
477	2013-07-01	2013	2020-12-31	2020	2730	552720	556522		W 41 St & 8 Ave	-73.9900262	40.75640548	MN	71	105
478	2013-07-01	2013	2020-12-31	2020	2734	336590	341630		11 Ave & W 41 St	-73.99884222	40.76030096	MN	71	104
479	2013-07-01	2013	2020-12-31	2020	2731	383544	383843		9 Ave & W 45 St	-73.9912551	40.76019252	MN	71	104
480	2013-07-01	2013	2020-12-31	2020	2654	251601	251733		W 53 St & 10 Ave	-73.99061728	40.76669671	MN	71	104
481	2013-07-01	2013	2020-12-31	2020	2697	136736	131962		S 3 St & Bedford Ave	-73.96264403	40.71260486	BK	71	301
482	2013-07-01	2013	2020-12-31	2020	2733	388248	395164		W 15 St & 7 Ave	-73.99931783	40.73935542	MN	71	104
483	2013-07-01	2013	2020-12-31	2020	2637	349873	353328		E 12 St & 3 Ave	-73.98889957	40.73223272	MN	71	103
484	2013-07-01	2013	2020-12-31	2020	2681	265063	274126		W 44 St & 5 Ave	-73.98014437	40.75500254	MN	71	105
485	2013-07-01	2013	2020-12-31	2020	2699	242767	237289		W 37 St & 5 Ave	-73.98338988	40.75038009	MN	71	105
486	2013-07-01	2013	2020-12-31	2020	2734	378085	377470		Broadway & W 29 St	-73.98855723	40.7462009	MN	71	105
487	2013-07-01	2013	2020-12-31	2020	2706	306633	301740		E 20 St & FDR Drive	-73.97573881	40.73314259	MN	71	106
489	2013-07-01	2013	2020-12-31	2020	1581	185845	186110		10 Ave & W 28 St	-74.00176802	40.75066386	MN	71	104
490	2013-07-01	2013	2020-12-31	2020	2714	585773	560939		8 Ave & W 33 St	-73.993934	40.751551	MN	71	104
492	2013-07-01	2013	2020-12-31	2020	2725	460876	490371		W 33 St & 7 Ave	-73.99093085	40.75019995	MN	71	105
493	2013-07-01	2013	2020-11-13	2020	2013	185980	191714		W 45 St & 6 Ave	-73.98291153	40.7568001	MN	71	105
494	2013-07-01	2013	2020-12-31	2020	2709	391771	391340		W 26 St & 8 Ave	-73.99723551	40.74734825	MN	71	104
495	2013-07-01	2013	2020-12-31	2020	2689	278347	278305		W 47 St & 10 Ave	-73.99301222	40.76269882	MN	71	104
496	2013-07-01	2013	2020-12-31	2020	2724	387421	392366		E 16 St & 5 Ave	-73.99238967	40.73726186	MN	71	105
497	2013-07-01	2013	2020-12-31	2020	2728	748399	782270		E 17 St & Broadway	-73.99009296	40.73704984	MN	71	105
499	2013-07-01	2013	2020-12-31	2020	2732	567518	552820		Broadway & W 60 St	-73.98191841	40.76915505	MN	71	107
500	2013-07-01	2013	2020-12-31	2020	2709	250515	237453		Broadway & W 51 St	-73.98336183	40.76228826	MN	71	105
501	2013-07-01	2013	2020-12-31	2020	2728	319489	315111		FDR Drive & E 35 St	-73.97121214	40.744219	MN	71	106
503	2013-07-01	2013	2020-12-31	2020	2610	312847	314311		E 20 St & Park Ave	-73.98751968	40.73827428	MN	71	105
504	2013-07-01	2013	2020-12-31	2020	2666	455496	453900		1 Ave & E 16 St	-73.98165557	40.73221853	MN	71	106
505	2013-07-01	2013	2020-12-31	2020	2684	459112	455994		6 Ave & W 33 St	-73.98848395	40.74901271	MN	71	105
507	2013-07-01	2013	2020-12-31	2020	2684	369807	363425		E 25 St & 2 Ave	-73.97973776	40.73912601	MN	71	106
508	2013-07-01	2013	2020-12-31	2020	2688	256148	256756		W 46 St & 11 Ave	-73.99667444	40.76341379	MN	71	104
509	2013-07-01	2013	2020-12-31	2020	2635	410934	420374		9 Ave & W 22 St	-74.00197139	40.7454973	MN	71	104
510	2013-07-01	2013	2020-12-31	2020	1195	101025	116171		W 51 St & 6 Ave	-73.98042047	40.7606597	MN	71	105
513	2013-07-01	2013	2020-12-31	2020	2680	210950	209011		W 56 St & 10 Ave	-73.988639	40.768254	MN	71	104
514	2013-07-01	2013	2020-12-31	2020	2773	552576	579360		12 Ave & W 40 St	-74.00277668	40.76087502	MN	71	104
515	2013-07-01	2013	2020-12-31	2020	2687	313075	317727		W 43 St & 10 Ave	-73.99461843	40.76009437	MN	71	104
516	2013-07-01	2013	2020-12-31	2020	2652	124818	125145		E 47 St & 1 Ave	-73.96784384	40.75206862	MN	71	106
517	2013-07-01	2013	2020-12-31	2020	2727	365316	316350		Pershing Square South	-73.97791	40.751581	MN	71	105
518	2013-07-01	2013	2020-09-02	2020	2582	379293	375340		E 39 St & 2 Ave	-73.9734419	40.74780373	MN	71	106
519	2013-07-01	2013	2020-12-31	2020	2730	941862	899019		Pershing Square North	-73.977706	40.751873	MN	71	105
520	2013-07-01	2013	2020-06-30	2020	2481	268138	285493		W 52 St & 5 Ave	-73.97648516	40.75992262	MN	71	105
522	2013-07-01	2013	2020-12-31	2020	2646	191568	187850		E 51 St & Lexington Ave	-73.97207836	40.75714758	MN	71	105
523	2013-07-01	2013	2020-07-07	2020	2525	461023	457098		W 38 St & 8 Ave	-73.99138152	40.75466591	MN	71	105
525	2013-07-01	2013	2020-12-31	2020	2738	263483	267447		W 34 St & 11 Ave	-74.0021163	40.75594159	MN	71	104
526	2013-07-01	2013	2020-12-31	2020	2660	303391	298738		E 33 St & 5 Ave	-73.98490707	40.74765947	MN	71	105
528	2013-07-01	2013	2020-12-31	2020	2733	367195	365345		2 Ave & E 31 St	-73.97706058	40.74290902	MN	71	106
529	2013-07-01	2013	2020-12-31	2020	2732	327268	318400		W 42 St & 8 Ave	-73.99098507	40.7575699	MN	71	104
531	2013-07-01	2013	2020-12-31	2020	2726	316957	318536		Forsyth St & Broome St	-73.99266288	40.71893904	MN	71	103
532	2013-07-01	2013	2020-12-31	2020	2730	270943	266628		S 5 Pl & S 5 St	-73.960876	40.710451	BK	71	301
533	2013-07-01	2013	2020-12-31	2020	2530	238020	228004		Broadway & W 38 St	-73.98721619	40.75299641	MN	71	105
534	2013-07-01	2013	2020-12-31	2020	2733	126843	134048		Water - Whitehall Plaza	-74.0127234	40.70255065	MN	71	101
536	2013-07-01	2013	2020-12-31	2020	2707	307672	309609		1 Ave & E 30 St	-73.97536082	40.74144387	MN	71	106
